Ejercicio;Tema
Desde dos pueblos A y B separados por una distancia de 30 Km salen al encuentro dos automoviles con velocidades respectivas de 20 m s y 30 Km h Calcula: a) Las ecuaciones del movimiento de ambos vehiculos b) Donde y cuando se encuentran c) El espacio recorrido por cada vehiculo hasta el momento del encuentro d) El tiempo que tarda el que partio de B en llegar a A e) Dibuja en una misma grafica la posicion-tiempo de ambos vehiculos;mru
)Un tren de 130m de largo se mueve con velocidad constante de 36 Km h atraviesa completamente un puente en 20 segundos ¿Cuanto mide el largo del puente?;mru
Un coche pasa por un semaforo a 36 Km h Una motocicleta pasa 5 s despues por el mismo lugar a 54 Km h Si circulan por una calle recta y a velocidad constante calcula a) Donde y cuando alcanza la motocicleta al coche b) Dibuja en una misma grafica la posicion-tiempo de ambos vehiculos;mru
Agustin sale a las 7:00 horas con destino a la escuela con una rapidez constante llegando a las 7:45 horas a su destino ¿Si duplicara su rapidez a que hora llegaria?;mru
Un ciclista se encuentra a 50 Km de su casa y se aleja de ella por una via recta a 120 Km h Hallar: a) La ecuacion del movimiento del ciclista tomando como punto de referencia la estacion b) La distancia que lo separara de la casa al cabo de 3 h c) El espacio que habra recorrido el ciclista en esas tres horas d) El tiempo que tardara el ciclista en situarse a 350 Km de la casa e) Representa la grafica posicion-tiempo;mru
Dos motocicletas separados una distancia de 300m partes simultaneamente al encuentro con velocidades de 20 Km h y 8 m s respectivamente Calcula: a) Donde y cuando se encuentran b) Dibuja en una misma grafica la posicion-tiempo de ambos vehiculos;mru
En cierto instante un corredor encuentra a 70 Km de su posta y se aleja de ella por una via recta a 50 m s Hallar: a) La ecuacion del movimiento del corredor tomando como punto de referencia la posta b) La distancia que lo separara de la posta al cabo de 15 h y el espacio recorrido en este tiempo d) El tiempo que tardara el corredor en situarse a 350 Km de la casa e) Representa la grafica posicion-tiempo;mru
Un pasajero asomado a la ventanilla de un tren que va a 90 Km h observa que el tren “bala” esta estacionado en la via adyacente Si pasa ante el en 5 segundos ¿Cual es la longitud del tren bala?;mru
Dos vehiculos salen a su encuentro separados por una distancia de 300m el primero con lo hace con una velocidad de 2 m s y el segundo con una velocidad de 18 Km h Determinar el tiempo de encuentro en segundos y la posicion de encuentro en metros;mru
En el semaforo de una avenida de doble mano se cruzan un colectivo con una velocidad constante de 40 km h y un camion con una velocidad constante de 125 m s ¿Cuanto tiempo transcurrira para que se encuentren a 3 Km de distancia uno del otro?;mru
¿Cual sera la distancia recorrida por un ciclista que avanza a 54 Km h en 300 segundos? Expresar el resultado en metros;mru
Un tren tarda 70 segundos en atravesar un tunel de 1200 metros de longitud y al pasar delante de una persona demora 20 segundos ¿Cual es la velocidad del tren?;mru
¿Cuanto demorara un competidor en recorrer 500 metros avanzando a 18 Km h? Expresar el resultado en segundos;mru
Un tren demora 30 segundos en pasar delante de una persona y tarda 80 segundos en atravesar un tunel de 1300 metros de longitud ¿Cual es la velocidad del tren?;mru
Un corredor puede mantener constante una velocidad maxima de 2 m s ¿Cuanto demorara el corredor en recorrer 3 Km? Expresar el resultado en horas y en segundos;mru
¿Cual sera la distancia recorrida por un ciclista que avanza a 54 Km h en 300 segundos? Expresar el resultado en metros;mru
Un auto recorre 300 metros con MRU Si la velocidad hubiera sido 20 m s mayor el tiempo empleado en recorrer dicha distancia hubiera sido dos segundo menos ¿Que rapidez tiene el auto?;mru
¿A que velocidad debe circular un auto de carreras para recorrer 50km en un cuarto de hora?;mru
)Una bicicleta circula en linea recta a una velocidad de 15km h durante 45 minutos ¿Que distancia recorre?;mru
Si Alberto recorre con su patinete una pista de 300 metros en un minuto ¿a que velocidad circula?;mru
¿Cuantos metros recorre una motocicleta en un segundo si circula a una velocidad de 90km h?;mru
Si un avion tarda 2 segundos en recorrer 160 metros ¿cual es su velocidad en km h?;mru
Sabiendo que la velocidad del sonido es de 3432 m s ¿a cuantos kilometros de distancia se produce un trueno que tarda 6 segundos en oirse?;mru
La velocidad de la luz en el vacio es aproximadamente c=300000 km s ¿Cuanto tarda en llegar la luz del Sol al planeta Tierra si estos distan unos 1496 millones de kilometros?;mru
Un camion se mueve a velocidad constante de 90km h por una autopista recta ¿que distancia recorre en 2 horas? ¿que distancia recorre por segundo? ¿cuanto tardara en recorrer 10km?;mru
En el mismo instante una motocicleta sale de la ciudad A y otra de la ciudad B con la intencion de encontrarse en el camino recto de 60 kilometros que une ambas ciudades Sabiendo que las velocidades de las motocicletas son 70km h y 55km h calcular cuanto tardaran en encontrarse;mru
En una persecucion policial el automovil a la fuga lleva una velocidad de 140km h cuando pasa por un determinado punto de una carretera Tres minutos despues el automovil oficial que sigue al anterior pasa por dicho punto a una velocidad de tan solo 230km h para evitar causar un accidente con los demas vehiculos de la carretera a causa de un exceso de velocidad Se supone que las velocidades indicadas son constantes y la carretera es recta Calcular cuanto tardara la policia en alcanzar al delincuente;mru
Las ciudades A y B distan 600 kilometros Hay un tren de alta velocidad que circula entre ambas ciudades a 320km h En otra ciudad C a 150 kilometros en linea recta de la ciudad A y a 512 kilometros en linea recta de la ciudad B un motorista tiene que decidir que ruta tomar para llegar a la ciudad B Las posibilidades son las siguientes: a viajar desde C hasta B en su motocicleta b viajar desde C hasta A en su motocicleta y desde A hasta B en tren Encontrar la ruta mas rapida sabiendo que la velocidad a la que circula la motocicleta es 120km h ¿Es la ruta mas corta en cuanto a distancia?;mru
Dos caminos rectos A y B terminan en el mismo punto que es el punto de encuentro de dos amigos: Felix y Erika La longitud del camino A y B es 25km y 35km respectivamente Felix circula por el camino B a una velocidad de 50km h y Erika circula por el camino A Calcular la velocidad a la que tiene que viajar Erika para que ambos amigos lleguen al punto de encuentro en el mismo instante sabiendo que Erika comenzo su viaje 6 minutos mas tarde que Felix;mru
Un movil recorre 98 km en 2 h calcular: a) Su velocidad b) ¿Cuantos kilometros recorrera en 3 h con la misma velocidad?;mru
Se produce un disparo a 204 km de donde se encuentra un policia ¿cuanto tarda el policia en oirlo si la velocidad del sonido en el aire es de 330 m s?;mru
La velocidad de sonido es de 330 m s y la de la luz es de 300000 km s Se produce un relampago a 50 km de un observador a) ¿Que recibe primero el observador la luz o el sonido? b) ¿Con que diferencia de tiempo los registra?;mru
Un auto de formula 1 recorre la recta de un circuito con velocidad constante En el tiempo t1 = 05 s y t2 = 15 s sus posiciones en la recta son x1 = 35 m y x2 = 435 m Calcular: a) ¿A que velocidad se desplaza el auto? b) ¿En que punto de la recta se encontraria a los 3 s?;mru
¿Cual sera la distancia recorrida por un movil a razon de 90 km h despues de un dia y medio de viaje?;mru
¿Cual de los siguientes moviles se mueve con mayor velocidad: el (a) que se desplaza a 120 km h o el (b) que lo hace a 45 m s?;mru
)¿Cual es el tiempo empleado por un movil que se desplaza a 75 km h para recorrer una distancia de 25000 m?;mru
¿Que tiempo empleara un movil que viaja a 80 km h para recorrer una distancia de 640 km?;mru
)Un coche inicia un viaje de 495 Km a las ocho y media de la manana con una velocidad media de 90 Km h ¿A que hora llegara a su destino?;mru
Dos pueblos que distan 12 km estan unidos por una carretera recta Un ciclista viaja de un pueblo al otro con una velocidad constante de 10 m s Calcula el tiempo que emplea medido en segundos y en minutos;mru
Un caracol recorre en linea recta una distancia de 108 m en 15 h ¿Que distancia recorrera en 5 min? Sol: 06 m 4 Un movil viaja en linea recta con una velocidad media de 1200 cm s durante 9 s y luego con velocidad media de 480 cm s durante 7 s siendo ambas velocidades del mismo sentido: a) ¿cual es el desplazamiento total en el viaje de 16 s? b) ¿cual es la velocidad media del viaje completo?;mru
Se produce un disparo a 204 km de donde se encuentra un policia ¿cuanto tarda el policia en oirlo si la velocidad del sonido en el aire es de 330 m s?;mru
La velocidad de sonido es de 330 m s y la de la luz es de 300000 km s Se produce un relampago a 50 km de un observador a) ¿Que recibe primero el observador la luz o el sonido? b) ¿Con que diferencia de tiempo los registra?;mru
¿Cuanto tarda en llegar la luz del Sol a la Tierra? si la velocidad de la luz es de 300000 km s y el Sol se encuentra a 15·1011 m de distancia;mru
Calcula la longitud de un tren cuya velocidad es de 72 km h y que ha pasado por un puente de 720 m de largo si desde que entro la maquina hasta que salio el ultimo vagon han pasado 3 4 de minuto;mru
Un coche sale de Buenos Aires con una velocidad de 72 km h Dos horas mas tarde sale de la misma ciudad otro coche en persecucion del anterior con una velocidad de 108 km h calcula a) El tiempo que tardan en encontrarse;mru
Un auto se mueve con velocidad constante de 216 𝑘𝑚 ℎ Calcule la distancia que recorrera en 15 segundos Exprese el resultado en metros (𝑚);mru
Mireia Belmonte gano en los juegos olimpicos de Rio 2016 la medalla de bronce en los 400 estilos  con unos ultimos 50 metros espectaculares  Calcular su velocidad en km h si recorrio esos 50 metros en 29 segundos con velocidad uniforme;mru
El sonido se propaga en el aire con una velocidad de 340 𝑚 𝑠 ¿Cuanto tiempo tardara en escucharse el estampido de un canon situado a 15 𝑘𝑚? Exprese el resultado con 2 cifras significativas;mru
Un movil se desplaza con velocidad constante 𝑣 = 5 𝑘𝑚 ℎ partiendo de la posicion inicial 𝑥0 = 4 𝑘𝑚 Comienza su movimiento en 𝑡0 = 0 ℎ y dura 5 horas en total Resuelva segun corresponda: *a) Grafique la velocidad en funcion del tiempo b) Escriba la ecuacion de la posicion en funcion del tiempo c) Grafique la posicion en funcion del tiempo;mru
Un movil se desplaza con velocidad constante 𝑣 = −2 𝑚 𝑠 partiendo de la posicion inicial 𝑥0 = 6 𝑚 El movimiento comienza en 𝑡0 = 0𝑠 y dura 10 segundos Resuelva segun corresponda: a) Grafique la velocidad en funcion del tiempo b) Escriba la ecuacion de la posicion en funcion del tiempo c) Grafique la posicion en funcion del tiempo;mru
)En una calle rectilinea Andres viaja en bicicleta con una velocidad constante de 14 𝑘𝑚 ℎ En ese instante 100 metros mas adelante Andres ve a su amiga Karina quien va corriendo en el mismo sentido a una velocidad de 5 𝑘𝑚 ℎ Calcule cuanto tiempo despues Andres alcanzara a Karina;mru
Un automovilista observa en un momento determinado que 1 5 de lo recorrido equivale a 3 5 de lo que falta por recorrer ¿Cuantas horas habra empleado hasta ese momento si todo el viaje lo hace en 12 horas?;mru
Un tren tarda 70 s atravesar un tunel de 1200 m de longitud y al pasar delante de una persona demora 20 s ¿Cual es la velocidad del tren?;mru
En cierto instante la separacion entre dos moviles que se acercan rectilineamente con velocidades opuestas de 9 m s y 6 m s es 150 m  Hallese el tiempo adicional para el cruce;mru
Un auto viaja a velocidad constante de 9 m s hacia una montana toca el claxon y el conductor escucha el eco despues de 4 segundos ¿A que distancia de la montana se encontraba el auto antes de tocar su claxon?;mru
El movimiento de un objeto es rectilineo uniforme y su ecuacion es: r = (3 + 2t) i (SI) Calcule: a) Su posicion inicial b) La velocidad c) La distancia recorrida transcurridos 5 segundos;mru
Un ciclista acelera durante 10 segundos pasando de 5 m s a 36 km h Calcule su aceleracion media;mruv
Un coche que se mueve por una carretera recta acelera a razon de 2 m s2  Calcule el tiempo que debe estar acelerando para pasar de 90 km h a 120 km h;mruv
Un vehiculo al pasar por un punto A lleva una velocidad de 128 km h y cuando pasa por otro punto B su velocidad es de 35 km h Si la distancia entre A y B es de 120 m calcular: a) La aceleracion b) El tiempo empleado en pasar desde A hasta B c) A que distancia de A se detendra el vehiculo;mruv
